dish_id,name,name_key,category,category_label,price_vnd,price_range,source_url,image_url,description,estimated_calories,keywords,is_set_menu,source_files,cluster_id,meal_role,cluster_label
D0043,Cá mú nghệ: Chưng tương/ Kho tộ/ Sốt cà chua,ca mu nghe chung tuong kho to sot ca chua,mon-ca,Món cá,190000,moderate,https://comnieuvietnam.vn/products/ca-mu-nghe-chung-tuong-kho-to-sot-ca-chua,https://cdn.hstatic.net/products/200001057701/ca-mu-do-kho-to_68c35beccaa043f994d882e153ee5318_grande.jpg,"Cá mú nghệ – dòng cá biển cao cấp với thịt vàng đặc trưng, săn chắc và ngọt tự nhiên – khi đưa vào gian bếp Việt lại trở thành những món ăn đậm đà, tinh tế và vô cùng đưa cơm. Tại nhà hàng, cá mú nghệ được chế biến theo ba lựa chọn hương vị đặc sắc, đáp ứng mọi khẩu vị từ truyền thống đến hiện đại.• Chưng tương: Cá được tẩm ướp vừa vặn rồi chưng cùng tương hạt, gừng, tiêu và hành tím. Vị tương bùi mặn, hòa cùng độ béo thơm của cá mú nghệ tạo nên một tổng thể hài hòa, đậm chất ẩm thực Bắc Bộ. Thịt cá thấm vị nhưng vẫn giữ được độ mọng, thơm ngọt tự nhiên.• Kho tộ: Cá mú nghệ kho trong nồi đất cùng nước màu, tiêu, tóp mỡ và gia vị truyền thống, đun liu riu đến khi sánh kẹo. Hương thơm đặc trưng lan tỏa, từng miếng cá săn chắc, đậm đà, ăn cùng cơm trắng nóng hổi thì khó mà dừng đũa.• Sốt cà chua: Phiên bản nhẹ nhàng hơn với nước sốt cà chua chua ngọt thanh, kết hợp hành tây và một chút thì là tạo mùi thơm hấp dẫn. Cá mú nghệ giữ nguyên độ ngọt thịt, hòa quyện với sốt cà tạo nên món ăn dễ dùng, hợp khẩu vị cả gia đình.",520,com|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0041,Cá mú đỏ: Sốt cà/ Kho tộ/ Chưng tương,ca mu o sot ca kho to chung tuong,mon-ca,Món cá,190000,moderate,https://comnieuvietnam.vn/products/ca-mu-do-sot-ca-kho-to-chung-tuong,https://cdn.hstatic.net/products/200001057701/ca-mu-do-kho-to_25ad62418a3243248b531300e2e1630d_1024x1024.jpg,"Cá mú đỏ từ lâu được xem là một trong những loại cá biển cao cấp nhờ thịt săn chắc, ngọt thanh và hương vị tự nhiên đặc trưng. Khi được chế biến theo hai phong cách truyền thống sốt cà kho tộ hoặc chưng tương, món ăn càng trở nên tròn vị, đậm đà và cuốn hút hơn bao giờ hết.Với sốt cà kho tộ, từng khứa cá mú đỏ được kho liu riu trong nồi đất cùng cà chua chín mọng, hành tỏi phi thơm và gia vị nêm nếm chuẩn vị. Thịt cá thấm đều lớp sốt cà sánh nhẹ, hòa quyện vị chua dịu – ngọt thanh – béo nhẹ, tạo nên hương vị đậm đà, đưa cơm khó cưỡng.",520,lau|hai_san|thit,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0037,Cá ngừ đại dương: Sốt cà/ Kho thơm/ Lúc lắc,ca ngu ai duong sot ca kho thom luc lac,mon-ca,Món cá,180000,moderate,https://comnieuvietnam.vn/products/ca-ngu-dai-duong-sot-ca-kho-thom-luc-lac,https://cdn.hstatic.net/products/200001057701/ca-ngu-kho-thom_52bbc4aa0f46475bbbe6e6b05f54f602_1024x1024.jpg,"Cá ngừ đại dương – loại hải sản giàu dinh dưỡng và nổi tiếng với thớ thịt săn chắc, vị ngọt đậm tự nhiên – được chế biến thành nhiều món ngon đặc trưng, mang đến trải nghiệm ẩm thực phong phú và đầy hấp dẫn. Tại nhà hàng, cá ngừ được tuyển chọn tươi mỗi ngày và chế biến theo ba phong vị riêng biệt, phù hợp khẩu vị của nhiều thực khách.Với phiên bản Cá ngừ sốt cà, từng miếng cá được chiên săn nhẹ rồi kho cùng sốt cà chua tươi, dậy mùi hành tỏi phi và thêm chút tiêu xanh. Hương vị hài hòa giữa vị ngọt béo của cá và vị chua thanh của cà chua tạo nên món ăn đậm đà, dễ ăn và rất đưa cơm.Ở món Cá ngừ kho thơm, cá được kho cùng thơm chín, nước màu, ớt hiểm và gia vị truyền thống. Miếng cá thấm vị mặn ngọt hài hòa, thơm mềm tự nhiên, xen lẫn mùi thơm dễ chịu của lát thơm vàng óng khiến món kho trở nên tròn vị và hấp dẫn.Riêng món Cá ngừ lúc lắc mang phong cách hiện đại hơn, với cá được cắt khối vuông, áp chảo cho lớp ngoài vàng nhẹ, giữ nguyên độ mọng nước bên trong. Xào nhanh cùng hành tây, ớt chuông và sốt đặc trưng, món ăn tạo nên sự hòa quyện giữa vị ngọt của rau củ và vị béo thơm của cá ngừ.",590,rau|hai_san|thit|chien_xao|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0051,Cá thác lác chiên thì là,ca thac lac chien thi la,mon-ca,Món cá,140000,affordable,https://comnieuvietnam.vn/products/ca-thac-lac-chien-thi-la,https://cdn.hstatic.net/products/200001057701/ca-thac-lac-chien_f0251bf7d6a34bcf96539b1bcf58ced0_1024x1024.jpg,"Cá thác lác chiên thì là là món ăn dân dã nhưng cực kỳ hấp dẫn trong ẩm thực Việt, nổi bật với hương thơm nồng nàn của thì là và vị ngọt tự nhiên của cá tươi. Cá thác lác tươi được làm sạch, xay hoặc giã nhuyễn vừa đủ để giữ độ dai, sau đó tẩm ướp gia vị truyền thống và chiên vàng giòn. Khi chiên, từng miếng cá thấm gia vị, giòn ngoài mềm trong, mang đến trải nghiệm ăn uống vừa thú vị vừa đầy hương vị.Điểm nhấn đặc biệt của món ăn là thì là tươi, được phi cùng cá hoặc rắc lên khi chiên, tạo nên mùi thơm đặc trưng, lan tỏa hấp dẫn ngay khi vừa bày ra. Vị cá ngọt, kết hợp cùng hương thơm nhẹ nhàng, hơi the the của thì là khiến món ăn trở nên đậm đà nhưng không hề ngấy. Thưởng thức cùng cơm nóng hoặc bún tươi, thêm chút nước mắm chua ngọt, món ăn càng thêm tròn vị và khó quên.",520,hai_san|chien_xao|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0042,Cá thu: Kho tộ/ Sốt cà chua,ca thu kho to sot ca chua,mon-ca,Món cá,150000,moderate,https://comnieuvietnam.vn/products/ca-thu-kho-to-sot-ca-chua,https://cdn.hstatic.net/products/200001057701/ca-thu-kho-to-sot-ca-chua_e9e4abd123b347adb0e9d4ed54ceb334_grande.jpg,"Cá Thu – một trong những loại cá biển giàu đạm và omega-3 – khi được chế biến theo hai phong cách truyền thống: kho tộ hoặc sốt cà chua, đều mang đến hương vị đậm đà, khó quên.Với cá thu kho tộ, từng khoanh cá chắc thịt được ướp kỹ với nước mắm ngon, tiêu, ớt, hành tỏi và kho trong nồi đất đến khi thấm đều, săn chắc và sánh màu cánh gián đặc trưng. Nước kho sóng sánh, đậm vị, dậy mùi thơm đặc trưng hòa quyện cùng vị béo tự nhiên của cá, khiến mỗi miếng ăn đều tròn đầy hương sắc. Món ăn đặc biệt đưa cơm, phù hợp trong những bữa cơm gia đình ấm cúng.",520,canh|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0048,Khô cá cơm cháy tỏi,kho ca com chay toi,mon-ca,Món cá,130000,affordable,https://comnieuvietnam.vn/products/kho-ca-com-chay-toi,https://cdn.hstatic.net/products/200001057701/kho-ca-com-chay-toi_0331e6df61a8489ba4e91ef3d9da5301_1024x1024.jpg,"Khô cá cơm cháy tỏi là món ăn dân dã nhưng lại sở hữu sức hút đặc biệt nhờ hương vị đậm đà, thơm bùng nổ và cực kỳ đưa cơm. Những con cá cơm nhỏ, tươi được chọn lọc kỹ, phơi vừa độ để giữ được độ dai giòn tự nhiên, sau đó rim cùng hỗn hợp sốt mắm đường cô đặc, vị mặn ngọt hài hòa. Khi thấm đều, cá được đảo cùng lượng tỏi phi vàng ruộm, giòn tan, dậy lên mùi thơm nức mũi – tạo nên món ăn có màu sắc óng đẹp, hương vị quyến rũ khó cưỡng.Miếng cá cơm rim đậm vị, giòn nhẹ, hòa cùng vị bùi thơm của tỏi cháy giúp món ăn trở thành lựa chọn hoàn hảo trong những bữa cơm gia đình, nhất là những ngày bận rộn. Dùng để ăn kèm cơm trắng, cháo nóng hay làm món mồi nhâm nhi đều tròn trịa hương vị. Đây còn là món ăn tiện lợi, dễ bảo quản, phù hợp cho những ai yêu thích sự đơn giản nhưng vẫn muốn tận hưởng trọn vẹn hương vị đặc sản biển.",390,com|hai_san,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0047,Khô cá cơm rim ba rọi,kho ca com rim ba roi,mon-ca,Món cá,130000,affordable,https://comnieuvietnam.vn/products/kho-ca-com-rim-ba-roi,https://cdn.hstatic.net/products/200001057701/kho-ca-com-rim_ac82a15ea5394e61a3cfdfaf23e179ee_grande.jpg,"Khô cá cơm rim ba rọi là món ăn dung dị nhưng mang sức hút khó cưỡng của ẩm thực Việt Nam. Từng con cá cơm nhỏ được chọn lựa kỹ, phơi vừa độ để giữ trọn vị ngọt tự nhiên, sau đó rim chung với ba rọi thái mỏng béo nhẹ, tạo nên sự hòa quyện tuyệt vời giữa vị mặn mòi của biển và vị ngậy thơm đặc trưng của thịt heo. Khi rim, cá cơm thấm đều vào hỗn hợp nước mắm, đường, tỏi ớt, tiêu… tạo nên lớp áo sánh nhẹ, óng vàng, cay the vừa phải, mằn mặn – ngọt ngọt rất đưa cơm. Ba rọi được đảo rim đến khi săn lại, cạnh hơi xém, quyện chặt với cá, giúp món ăn dậy hương thơm đậm đà và tròn vị hơn.Dù ăn nóng hay nguội, món khô cá cơm rim ba rọi vẫn giữ được hương vị hài hòa, rất thích hợp cho bữa cơm gia đình, đặc biệt trong những ngày bận rộn. Đây là món ăn vừa tiện lợi, vừa đậm chất quê nhà, mang đến cảm giác ấm áp và thân thuộc khó quên.",450,canh|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0054,Khô cá lóc Cambodia,kho ca loc cambodia,mon-ca,Món cá,150000,moderate,https://comnieuvietnam.vn/products/kho-ca-loc-cambodia,https://cdn.hstatic.net/products/200001057701/kho-ca-loc_8cd2df885d1848b2a0de6677253149af_grande.jpg,"Khô cá lóc Cambodia là món đặc sản miền sông nước mang hương vị độc đáo, đậm đà và giàu dinh dưỡng, được nhiều thực khách yêu thích. Cá lóc tươi ngon được lựa chọn kỹ càng, làm sạch, tẩm ướp gia vị vừa ăn rồi đem phơi khô theo phương pháp truyền thống, giúp giữ trọn vị ngọt tự nhiên của thịt cá đồng thời tạo nên lớp thịt săn chắc, thơm đặc trưng.Món khô cá lóc khi chế biến có thể chiên giòn, nướng trên than hoa hoặc xào cùng gia vị, mang đến nhiều trải nghiệm ẩm thực khác nhau. Khi chiên giòn, cá có lớp vỏ vàng ruộm, giòn tan bên ngoài, thịt bên trong mềm ngọt, giữ nguyên hương vị đặc trưng của cá lóc. Khi ăn kèm cơm trắng nóng hổi, rau sống hoặc chấm cùng nước mắm chua ngọt, món ăn trở nên trọn vị và cực kỳ hấp dẫn.",590,com|rau|hai_san|thit|chien_xao|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_7.xlsx,1,savory,C2 - Cụm 2: Món mặn đưa cơm
D0018,Canh cá nấu riêu,canh ca nau rieu,mon-canh,Món canh,150000,moderate,https://comnieuvietnam.vn/products/canh-ca-nau-rieu,https://cdn.hstatic.net/products/200001057701/canh-ca-nau-rieu_f12ac9290d9448d680a175294a16cd97_grande.jpg,"Canh cá nấu riêu là món ăn dân dã đậm đà hương vị quê nhà, mang trong mình sự hài hòa tuyệt vời giữa vị ngọt của cá tươi, vị chua thanh của các nguyên liệu truyền thống và sự tinh tế của ẩm thực Việt. Tô canh nóng hổi, trong veo, nổi bật với những miếng cá săn chắc, trắng ngần hòa quyện cùng sắc đỏ nhẹ của cà chua, màu vàng tươi của nghệ và điểm xuyến vài cọng thì là thơm lừng — tất cả tạo nên một bức tranh ẩm thực hấp dẫn ngay từ ánh nhìn đầu tiên.Cá dùng để nấu riêu thường là những loại cá thịt ngọt như cá lóc, cá rô, cá trắm hay cá chép… được sơ chế kỹ để giữ trọn độ tươi, dai và hương vị tự nhiên. Cà chua được xào mềm tạo màu và vị chua dịu, kết hợp cùng me, cơm mẻ hoặc giấm bỗng giúp nồi canh đạt độ thanh nhẹ nhưng vẫn đậm đà khó quên. Chính sự kết hợp này khiến nước dùng trong mà vẫn dậy hương, ngọt thanh mà không tanh — một bí quyết làm nên sự đặc sắc của món canh riêu truyền thống.",590,canh|hai_san|thit|chien_xao|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0012,Canh chua cá bông lau,canh chua ca bong lau,mon-canh,Món canh,150000,moderate,https://comnieuvietnam.vn/products/canh-chua-ca-bong-lau,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-bong-lau_16a8d8b5689440b0a6faa6631f62d9ec_1024x1024.jpg,"Canh Chua Cá Bông Lau là món ăn đặc trưng của miền Tây Nam Bộ, nổi tiếng bởi hương vị thanh mát, đậm đà và giàu giá trị dinh dưỡng. Cá bông lau – họ hàng với cá basa nhưng hiếm và ngon hơn – sở hữu phần thịt trắng, béo nhẹ, chắc nhưng không khô, đặc biệt không hề tanh. Khi nấu canh chua, từng miếng cá chín vừa tới sẽ giữ được độ mềm ngọt tự nhiên, tan nhẹ nơi đầu lưỡi mà vẫn giữ được độ dai đặc trưng.Phần nước dùng được nấu từ nước hầm xương và vị chua đặc trưng của me hoặc trái giác, hòa cùng màu đỏ của cà chua, vị thơm của dứa và độ giòn mát của bạc hà, giá sống. Rau thơm như ngò gai, ngổ om, cùng chút ớt cay nhẹ, làm cho tô canh chua trở nên tròn vị hơn – vừa chua, vừa ngọt, vừa thơm, vừa thanh, đúng chuẩn hương vị miền sông nước.",520,lau|canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0013,Canh chua cá bớp,canh chua ca bop,mon-canh,Món canh,160000,moderate,https://comnieuvietnam.vn/products/canh-chua-ca-bop,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-bop_09f656319c8b44cead549e6aa5f68d27_1024x1024.jpg,"Canh Chua Cá Bớp là món ăn mang đậm hương vị biển, nổi bật bởi sự kết hợp hài hòa giữa vị chua thanh mát của canh chua truyền thống và vị ngọt béo tự nhiên của cá bớp tươi. Cá bớp – loại cá đặc sản vùng biển – có phần thịt chắc, trắng, dai nhẹ và hương vị thơm đặc trưng, đặc biệt không tanh và rất giàu dinh dưỡng. Khi được chế biến thành canh chua, từng lát cá chín mềm, thấm gia vị, mang lại cảm giác tươi ngon và dễ ăn cho mọi thực khách.Nồi canh chua cá bớp được nấu theo phong vị truyền thống với me chua hoặc trái giác tạo độ chua thanh dịu, hòa cùng màu đỏ của cà chua, vị thơm nhẹ của dứa, độ giòn của bạc hà và vị mát của giá sống. Tất cả các nguyên liệu hòa quyện tạo nên một nước dùng trong, ngọt tự nhiên, chua nhẹ nhưng tròn vị. Rau thơm như ngò gai và ngổ om được thêm vào cuối cùng, tạo mùi hương đặc trưng và làm món canh thêm phần hấp dẫn.",520,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0014,Canh chua cá dứa,canh chua ca dua,mon-canh,Món canh,170000,moderate,https://comnieuvietnam.vn/products/canh-chua-ca-dua,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-dua_739a1f0d990744e1a1d406daf9ef6c47_1024x1024.jpg,"Canh Chua Cá Dứa là món ăn đặc trưng của vùng sông nước miền Tây, nổi bật nhờ hương vị thanh mát, hài hòa và giàu dinh dưỡng. Cá dứa – loại cá nổi tiếng với phần thịt mềm, thơm và ít tanh – khi nấu canh chua trở nên ngọt tự nhiên, săn chắc vừa phải và giữ được độ béo dịu đặc trưng. Từng miếng cá trắng mịn, chín tới trong nước canh vàng nhẹ, tạo nên cảm giác ngon miệng và dễ ăn cho mọi lứa tuổi.Phần nước canh chua được nấu từ me chua hoặc trái giác, mang lại vị chua dịu thanh mát, hòa cùng sắc đỏ tươi của cà chua, mùi thơm của dứa, cùng vị giòn mát của bạc hà, giá sống. Sự kết hợp của các loại rau thơm như ngò gai, ngổ om và chút cay nhẹ từ ớt tạo nên tầng hương phong phú, khiến món ăn thêm phần hấp dẫn. Nước dùng trong, ngọt từ xương cá và rau củ, kết hợp vị chua nhẹ đặc trưng, tạo cảm giác sảng khoái ngay từ muỗng đầu tiên.",520,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0022,Canh chua cá lăng,canh chua ca lang,mon-canh,Món canh,140000,affordable,https://comnieuvietnam.vn/products/canh-chua-ca-lang,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-lang_e9bf135873a3439395bfa3f36ab5910a_grande.jpg,"Canh chua cá lăng là một trong những món ăn đặc trưng của ẩm thực miền Tây, mang hương vị hài hòa giữa vị chua thanh, ngọt tự nhiên và mùi thơm đặc trưng của các loại rau gia vị. Cá lăng – loại cá nước ngọt nổi tiếng với phần thịt chắc, béo nhẹ và không tanh – khi nấu canh chua sẽ cho ra nước dùng ngọt thanh, đậm đà mà không cần phải sử dụng quá nhiều gia vị.Nồi canh là sự kết hợp tinh tế giữa những lát cá lăng vàng ươm, mềm béo, hòa quyện cùng cà chua, dứa, bạc hà, giá đỗ và các loại gia vị dân dã như ngò om, ngò gai. Thanh mát, thơm nồng và đầy màu sắc – đó là cảm giác đầu tiên khi bạn vừa nhìn thấy tô canh. Vị chua tự nhiên từ me hoặc trái bần làm nền cho nước canh, giúp món ăn trở nên đậm đà mà vẫn thanh nhẹ, không gắt cũng không ngọt quá mức.",450,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0015,Canh chua cá mú nghệ,canh chua ca mu nghe,mon-canh,Món canh,190000,moderate,https://comnieuvietnam.vn/products/canh-chua-ca-mu-nghe,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-mu-do_21f08c9d31394a018ab7f67218138872_1024x1024.jpg,"Canh Chua Cá Mú Nghệ là món ăn mang hương vị hài hòa giữa biển cả và nét thanh mát truyền thống của canh chua Việt Nam. Cá mú nghệ – một loại cá biển cao cấp với phần thịt trắng, săn chắc và thơm đặc trưng – nổi tiếng nhờ độ ngọt tự nhiên, ít xương dăm và hoàn toàn không tanh. Khi được chế biến thành canh chua, từng lát cá trở nên mềm ngọt, thấm đều gia vị, tạo nên cảm giác tươi mới, dễ chịu ngay từ muỗng đầu tiên.Nước canh được nấu từ me chua hoặc trái giác, tạo nên vị chua thanh vừa đủ, không gắt, kết hợp cùng màu đỏ hấp dẫn của cà chua, vị thơm nhẹ của dứa và độ giòn mát của bạc hà, giá sống. Các loại rau thơm như ngò gai, ngổ om, cùng chút cay nồng từ ớt tươi giúp nồi canh dậy mùi đặc trưng, mang đậm sắc thái của bữa cơm Việt. Điểm đặc biệt của canh chua cá mú nghệ là sự cân bằng hoàn hảo giữa vị ngọt từ cá biển và vị chua dịu của nước dùng, tạo nên món canh thanh thoát nhưng vẫn đậm đà.",520,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0011,Canh chua cá mú đỏ,canh chua ca mu o,mon-canh,Món canh,190000,moderate,https://comnieuvietnam.vn/products/canh-chua-ca-mu-do,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-mu-do_e8ebf251abd148e291958904adf880d5_grande.jpg,"Canh Chua Cá Mú Đỏ là món ăn mang đậm hương vị biển cả, nổi bật nhờ phần thịt cá mú đỏ tươi ngon, săn chắc và ngọt tự nhiên. Cá mú đỏ vốn được xem là một trong những loại cá cao cấp của vùng biển Việt Nam, có thớ thịt trắng, dai nhẹ nhưng vẫn mềm mại khi chín, không tanh và đặc biệt giàu dinh dưỡng. Khi được nấu cùng canh chua, hương vị của cá như được tôn lên trọn vẹn, mang đến trải nghiệm tinh tế và dễ chịu.Nồi canh chua được chế biến theo phong vị truyền thống với cà chua, dứa, bạc hà, giá, me chua và các loại rau thơm như ngò gai, ngổ om. Tất cả hòa quyện tạo nên nước dùng trong, chua thanh vừa phải, xen chút ngọt tự nhiên từ xương cá và rau củ. Khi cá mú đỏ thả vào nồi, từng lát cá thấm đều gia vị, giữ nguyên độ mềm ngọt, làm cho bát canh thêm phần đậm đà và hài hòa.",520,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0010,Canh chua + cà pháo,canh chua ca phao,mon-canh,Món canh,110000,affordable,https://comnieuvietnam.vn/products/canh-chua-ca-phao,https://cdn.hstatic.net/products/200001057701/canh-chua-ca-phao_862b113c72b74233b45e0eecf7474ee8_grande.jpg,"Canh Chua + Cà Pháo là sự kết hợp hoàn hảo giữa hương vị thanh mát, chua dịu của canh chua truyền thống và vị giòn – mặn – chua nhẹ rất đặc trưng của cà pháo muối. Món ăn mang đậm dấu ấn ẩm thực Việt Nam, đặc biệt quen thuộc trong những bữa cơm gia đình từ Bắc vào Nam.Phần canh chua được nấu từ nước dùng thanh ngọt, kết hợp cùng cà chua, dứa, giá, bạc hà và các loại rau thơm như ngò gai, ngổ om. Vị chua nhẹ từ me hoặc trái giác hòa quyện cùng vị ngọt tự nhiên của cá, tôm hoặc thịt tùy cách biến tấu, tạo nên bát canh chua vừa đậm đà vừa dễ ăn. Khi thưởng thức, bạn sẽ cảm nhận được sự hài hòa của nhiều tầng vị: chua – ngọt – thơm – cay nhẹ, mang đến cảm giác sảng khoái và cực kỳ đưa cơm.",450,canh|rau|hai_san|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0016,Canh gà lá giang,canh ga la giang,mon-canh,Món canh,140000,affordable,https://comnieuvietnam.vn/products/canh-ga-la-giang,https://cdn.hstatic.net/products/200001057701/mon-an-com-nieu__2__3__68b75370d865409eb2464821a01f9f99_1024x1024.jpg,"Canh Gà Lá Giang là món ăn truyền thống quen thuộc của người miền Trung và miền Nam, nổi bật bởi hương vị chua thanh đặc trưng của lá giang kết hợp cùng vị ngọt tự nhiên của thịt gà. Gà được lựa chọn là loại gà tươi, thịt săn chắc, khi nấu lên vẫn giữ được độ mềm mọng, ngọt thịt và hoàn toàn không bị bở. Lá giang – nguyên liệu chính làm nên hương vị đặc trưng – mang vị chua dịu, thơm nhẹ và tạo nên sự cân bằng tuyệt vời cho món canh.Khi nấu, nước dùng được hầm từ xương gà cho ra vị ngọt thanh tự nhiên, kết hợp cùng lá giang tạo nên màu nước trong nhẹ, dậy mùi thơm hấp dẫn. Các nguyên liệu như hành tím, sả, ớt và rau thơm được thêm vào giúp món canh trở nên hài hòa về hương lẫn vị. Vị chua không gắt mà dịu nhẹ, lan tỏa đều trong từng miếng thịt gà thấm gia vị, mang đến cảm giác dễ chịu và vô cùng “đưa cơm”.",450,canh|rau|thit|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
D0019,Canh hến thì là,canh hen thi la,mon-canh,Món canh,110000,affordable,https://comnieuvietnam.vn/products/canh-hen-thi-la,https://cdn.hstatic.net/products/200001057701/canh-hen-thi-la_647066abb40c4e85b7bc1cf15a3054cf_grande.jpg,"Canh hến thì là là món ăn giản dị nhưng lại mang trong mình hương vị thanh mát, độc đáo và vô cùng cuốn hút. Tô canh trong veo, nổi bật với những con hến nhỏ nhưng chắc thịt, ngọt lịm tự nhiên, hòa quyện cùng sắc xanh tươi mướt của thì là và hành lá, tạo nên một tổng thể vừa đẹp mắt vừa đậm chất ẩm thực Việt. Chỉ cần mở nắp nồi, hương thơm đặc trưng của thì là quyện cùng mùi ngọt của hến đã lan tỏa, đánh thức mọi giác quan.Hến sau khi được làm sạch kỹ càng sẽ được xào sơ với hành tím để dậy mùi, giữ trọn độ béo ngọt. Nước dùng trong thanh, ngọt tự nhiên từ chính phần nước luộc hến – không cần dùng quá nhiều gia vị nhưng vẫn thơm ngon, đậm đà. Thì là được cho vào lúc cuối, vừa đủ để giữ lại hương thơm tinh tế, không quá nồng mà vẫn tạo nên sự khác biệt so với nhiều món canh truyền thống. Khi thưởng thức, bạn sẽ cảm nhận được vị ngọt thanh của nước canh hòa quyện cùng miếng hến mềm, giòn nhẹ, thấm gia vị.",520,canh|hai_san|thit|chien_xao|thanh_dam|do_uong_them,0,comnieuvietnam-vn-2026-06-04.xlsx|comnieuvietnam-vn-2026-06-04_4.xlsx,2,fresh,C3 - Cụm 3: Món thanh mát (rau/canh)
